# ID ArriveeSysteme TempsPresence SortieSysteme
4 197.508564 22.297765 219.806328
5 396.491483 9.991317 406.482800
1 131.171158 318.636793 449.807951
8 588.620251 12.015275 600.635527
9 651.543536 9.542040 661.085576
11 819.804634 14.652916 834.457549
6 439.816665 451.076297 890.892962
2 170.810214 879.020428 1049.830642
7 565.899095 514.243925 1080.143020
3 185.358564 1051.182250 1236.540814
12 1153.699186 210.305622 1364.004807
15 1702.267984 0.208660 1702.476644
14 1514.020153 310.828641 1824.848794
16 1797.990272 31.290819 1829.281091
10 819.072630 1151.908477 1970.981106
20 2494.967654 34.991178 2529.958832
21 2560.480997 9.421661 2569.902658
23 2614.190036 54.329421 2668.519456
25 2685.731085 0.522810 2686.253895
27 2752.925838 0.083920 2753.009758
28 2762.088988 5.395775 2767.484764
29 2884.942506 100.253867 2985.196373
17 1929.425408 1191.608430 3121.033838
35 3565.898609 16.296257 3582.194866
36 3659.831141 0.748994 3660.580136
38 3820.366018 19.208545 3839.574563
19 2028.656021 1816.899441 3845.555462
40 4028.155364 7.947389 4036.102754
41 4048.929433 5.048398 4053.977831
24 2616.164033 1763.212767 4379.376800
42 4393.295960 3.248685 4396.544645
46 4645.129314 2.870813 4648.000127
31 3011.095385 1689.161297 4700.256682
30 2975.364284 1838.090307 4813.454591
49 4789.397018 24.279828 4813.676846
18 2013.778565 3258.063962 5271.842527
33 3336.827099 2131.658159 5468.485258
43 4495.854987 1253.262656 5749.117643
56 5863.753501 30.953110 5894.706611
57 6004.432880 3.440404 6007.873284
58 6042.548808 25.778581 6068.327389
45 4610.783070 1518.593393 6129.376463
59 6156.732565 10.354393 6167.086959
60 6320.086237 30.715303 6350.801540
62 6405.506871 6.243624 6411.750495
13 1300.253562 5138.040574 6438.294136
63 6436.694770 9.171513 6445.866283
22 2577.159179 3988.103002 6565.262181
68 7209.237889 8.295109 7217.532997
69 7263.136024 0.682326 7263.818350
71 7504.458072 6.132770 7510.590842
72 7593.090383 13.554580 7606.644963
73 7760.676213 0.009980 7760.686194
74 7857.952462 1.601950 7859.554412
75 7960.775215 6.160856 7966.936071
78 8246.978243 6.929866 8253.908109
79 8264.869274 0.637264 8265.506538
50 4911.129467 3391.391426 8302.520893
37 3712.007247 4617.052838 8329.060085
80 8428.175874 0.729100 8428.904974
81 8480.495747 5.495568 8485.991315
82 8623.068344 9.443198 8632.511543
32 3292.727498 5415.526857 8708.254356
85 8729.562236 29.031447 8758.593683
51 4978.453954 3798.017706 8776.471661
77 8144.236749 641.338570 8785.575319
53 5414.706110 3409.820466 8824.526576
88 8941.697598 20.033179 8961.730778
44 4505.419492 4537.548528 9042.968019
87 8865.590621 210.573900 9076.164521
90 9163.092252 3.679558 9166.771810
91 9223.119316 4.953877 9228.073194
61 6348.141139 2882.237494 9230.378633
93 9311.836030 0.939341 9312.775371
95 9516.176407 2.961827 9519.138234
39 3998.195092 5558.258496 9556.453587
96 9625.885729 2.155747 9628.041476
97 9876.282639 7.958105 9884.240745
52 5361.311516 4562.596239 9923.907754
98 9935.776119 23.800571 9959.576690
99 9971.287327 126.782827 10098.070154
66 6710.180965 3419.666568 10129.847534
101 10242.737726 8.521904 10251.259630
26 2701.055699 7702.500438 10403.556137
103 10485.368021 21.464648 10506.832668
105 10663.909313 122.112087 10786.021400
54 5550.295338 5283.665350 10833.960689
67 7163.204951 3674.199469 10837.404420
106 10858.477960 196.509100 11054.987059
110 11054.157823 5.474159 11059.631982
109 10976.131732 168.978357 11145.110089
111 11072.946310 156.691173 11229.637482
65 6632.845794 4697.002961 11329.848755
114 11344.537546 3.195290 11347.732836
115 11439.143598 5.305084 11444.448681
117 11542.885790 5.251679 11548.137469
113 11252.900135 317.167246 11570.067380
118 11644.968692 38.861756 11683.830448
47 4771.835053 6978.595125 11750.430178
119 11894.470066 9.216876 11903.686942
122 12154.511541 12.520509 12167.032050
123 12294.630356 5.850590 12300.480945
125 12519.304501 0.658435 12519.962937
126 12579.927402 20.551428 12600.478830
127 12641.577941 7.746654 12649.324595
83 8638.934753 4177.417373 12816.352126
129 12835.771549 2.652496 12838.424045
130 12838.422503 4.411755 12842.834258
131 12864.554753 9.016794 12873.571548
128 12739.625027 294.423531 13034.048558
135 13132.182317 0.016265 13132.198582
136 13243.415659 0.485964 13243.901623
137 13252.572654 1.824184 13254.396838
138 13258.397726 1.511448 13259.909174
84 8645.231998 4670.797749 13316.029748
139 13415.041377 11.002785 13426.044162
141 13527.680141 19.090321 13546.770462
143 13794.739144 3.006900 13797.746044
34 3338.212655 10485.473822 13823.686476
144 14063.298870 8.086782 14071.385652
145 14175.129094 2.843423 14177.972517
146 14245.477863 3.817995 14249.295858
147 14356.377291 6.707387 14363.084678
148 14364.454542 163.972350 14528.426891
149 14551.558214 20.144611 14571.702825
153 14816.718427 4.531720 14821.250147
48 4779.943922 10042.687252 14822.631173
154 14850.831612 23.960684 14874.792297
155 14878.412811 5.063820 14883.476632
89 9075.853670 5830.469974 14906.323643
152 14727.247119 202.205845 14929.452964
92 9291.531674 5676.458523 14967.990197
157 15151.547907 0.008308 15151.556214
158 15250.700158 4.254245 15254.954404
156 15100.938957 162.146714 15263.085671
159 15287.201949 3.747999 15290.949949
160 15321.687081 14.136769 15335.823849
161 15324.958907 296.894803 15621.853709
64 6542.775540 9224.310504 15767.086043
163 15951.033826 17.206269 15968.240096
164 15985.191780 24.935931 16010.127711
166 16182.066546 16.560310 16198.626856
167 16286.275963 1.511782 16287.787745
102 10426.278001 6139.150073 16565.428075
171 16824.349471 0.554687 16824.904159
170 16768.675219 184.540073 16953.215293
174 16987.234709 35.444393 17022.679101
175 17094.562971 0.069401 17094.632372
176 17200.992457 16.876915 17217.869372
177 17355.235659 14.126825 17369.362485
178 17500.851433 4.040014 17504.891447
179 17551.903656 6.591751 17558.495407
181 17733.804260 17.241543 17751.045803
183 17837.117495 24.654115 17861.771609
104 10602.616474 7432.474118 18035.090591
184 18000.666885 142.821401 18143.488286
107 10940.452902 7341.139744 18281.592646
108 10964.189035 7461.996923 18426.185958
188 18491.006227 1.460030 18492.466257
190 18575.027522 5.436222 18580.463745
192 18657.638871 13.659468 18671.298339
193 18664.115627 13.438062 18677.553689
196 19003.025598 19.583117 19022.608715
187 18344.285653 697.014124 19041.299778
195 18865.894546 252.019082 19117.913628
70 7317.900667 11911.227731 19229.128398
185 18066.747949 1221.924920 19288.672870
199 19297.428509 7.573767 19305.002276
200 19410.514089 12.870972 19423.385060
201 19420.461999 14.735864 19435.197863
198 19139.238753 485.220463 19624.459216
112 11248.295702 8411.640024 19659.935725
202 19564.153549 105.524553 19669.678103
209 20525.622040 11.769570 20537.391610
210 20663.250139 2.054996 20665.305135
212 20775.317110 0.726900 20776.044011
214 20805.562484 32.736374 20838.298858
55 5671.690369 15273.202295 20944.892663
217 20959.552355 5.483381 20965.035736
221 21197.260821 7.209891 21204.470712
219 21054.086682 150.839504 21204.926186
224 21329.253050 14.812147 21344.065197
121 12064.782892 9413.866559 21478.649451
226 21586.896327 20.126748 21607.023076
227 21608.404936 9.463653 21617.868589
220 21090.094756 587.167172 21677.261928
124 12438.547525 9329.388927 21767.936451
225 21417.212002 413.679610 21830.891613
229 21964.723969 10.286617 21975.010586
230 21992.768445 11.152018 22003.920464
231 22051.881157 4.243677 22056.124834
132 12876.124401 9241.853317 22117.977718
232 22173.397087 0.050044 22173.447131
