# ID ArriveeSysteme TempsPresence SortieSysteme
1 1383.557459 734.914507 2118.471966
2 2585.239738 3.016423 2588.256161
4 2833.629279 8.287546 2841.916824
3 2778.211626 144.541612 2922.753238
5 3312.566565 85.755786 3398.322351
6 3700.560988 45.405120 3745.966108
8 4603.010266 1.176100 4604.186367
7 4232.469843 849.609210 5082.079053
10 5256.789660 0.051022 5256.840682
9 5228.718435 117.902326 5346.620761
11 5609.372719 18.509565 5627.882284
12 5823.370137 693.229459 6516.599596
13 6709.641978 2.522375 6712.164352
14 6730.934082 598.764537 7329.698619
15 7694.563784 4.310867 7698.874651
16 8387.411219 4.587042 8391.998261
17 8826.602043 67.479283 8894.081327
18 8899.162808 157.924824 9057.087632
21 9495.626900 24.062704 9519.689604
20 9471.718395 433.342347 9905.060742
19 9420.467573 506.237615 9926.705188
22 10608.228297 60.004933 10668.233230
23 11866.029062 5.067051 11871.096113
24 12006.439801 5.931667 12012.371468
25 13280.641143 7.324112 13287.965256
26 13390.958575 1.157505 13392.116079
27 13716.503359 0.161699 13716.665058
28 13877.024325 0.151592 13877.175917
29 14799.359945 0.898657 14800.258601
31 15217.640741 0.417922 15218.058663
32 15264.708375 5.085388 15269.793763
30 14896.805686 628.027792 15524.833478
33 16196.724159 317.177228 16513.901387
35 17361.649177 5.301691 17366.950868
34 17290.997894 97.149463 17388.147357
36 17539.697429 56.016106 17595.713535
37 17712.801721 13.618478 17726.420199
38 17741.467202 8.647493 17750.114695
39 17981.722070 0.636069 17982.358139
40 19734.068490 363.850748 20097.919238
42 21119.583969 141.442957 21261.026926
41 20538.488119 726.284390 21264.772509
43 21646.752610 27.812117 21674.564727
44 22502.633335 298.294767 22800.928103
45 23012.440286 19.191098 23031.631384
47 23437.715966 32.310369 23470.026334
46 23148.554480 870.339009 24018.893489
48 23898.130805 584.585792 24482.716597
49 24083.109830 462.069779 24545.179609
50 25668.960816 4.042693 25673.003509
52 25877.503206 82.464262 25959.967468
53 26503.752504 3.169699 26506.922204
54 26780.570653 4.278615 26784.849268
51 25782.787489 1098.228932 26881.016422
55 26934.220467 11.185798 26945.406265
56 27430.915154 14.686231 27445.601384
57 28477.652627 387.161799 28864.814426
59 29403.263962 12.136462 29415.400424
58 29065.272834 1155.251862 30220.524697
60 29912.939578 532.623742 30445.563319
62 31321.496074 6.265072 31327.761145
61 31181.760869 352.253234 31534.014103
63 31816.803944 561.919632 32378.723575
64 32634.885728 9.666186 32644.551914
65 32793.383216 10.192279 32803.575495
66 32826.226069 4.529388 32830.755456
67 33122.581749 22.570366 33145.152115
68 34399.933710 6.056736 34405.990446
69 34805.916834 93.683409 34899.600243
70 35716.457427 16.200410 35732.657837
71 35750.889445 13.961259 35764.850704
72 36619.229934 333.298357 36952.528292
73 39146.847173 1.812254 39148.659426
74 40063.128881 7.095347 40070.224228
75 40877.808821 183.410977 41061.219798
76 41188.311632 248.487151 41436.798783
77 41465.283848 0.420800 41465.704647
78 41651.825517 254.294138 41906.119655
80 41841.921558 139.937660 41981.859219
79 41770.047605 234.270187 42004.317792
81 42969.255287 171.788095 43141.043382
82 43662.661972 0.608927 43663.270899
83 44307.046132 13.946868 44320.993001
84 44892.789329 21.405688 44914.195017
85 45084.462948 182.197707 45266.660655
86 45084.547952 610.623283 45695.171235
87 46037.024226 8.824832 46045.849058
89 46997.978855 4.049490 47002.028345
88 46792.816018 495.421254 47288.237272
91 47411.516499 55.338525 47466.855024
90 47344.971336 140.698531 47485.669867
93 48326.258240 187.509637 48513.767876
92 48309.289797 267.097884 48576.387682
94 48602.903312 22.056101 48624.959413
95 50755.776413 299.933634 51055.710047
96 50832.638188 248.578344 51081.216532
97 51101.699791 1.043086 51102.742877
98 51304.857691 0.561781 51305.419472
99 51806.675393 8.801058 51815.476452
100 52068.831733 6.817165 52075.648898
101 52181.568939 236.099439 52417.668378
102 52623.070502 8.439774 52631.510276
103 52662.171364 10.521325 52672.692690
104 53014.150292 117.730201 53131.880493
105 53865.260696 1.499286 53866.759982
106 53895.476033 4.176216 53899.652249
107 54180.377931 10.228419 54190.606350
108 54579.425271 12.369015 54591.794286
109 54908.478015 261.888341 55170.366357
110 55906.457127 42.474210 55948.931337
112 56357.082965 1.820547 56358.903513
111 55992.939340 584.392323 56577.331662
113 56639.949986 12.944759 56652.894745
114 57045.855330 4.754135 57050.609464
115 57227.975074 407.584413 57635.559487
116 58286.994325 271.720986 58558.715311
117 59126.264055 1.779278 59128.043334
118 59909.298376 7.967777 59917.266153
119 60280.194578 2.641468 60282.836045
120 60398.323521 675.631796 61073.955317
121 61027.413132 207.751930 61235.165062
122 61620.844211 569.568093 62190.412304
123 62285.764589 1.029790 62286.794378
124 62812.786069 11.464082 62824.250151
125 63194.359565 534.250983 63728.610547
128 64285.577001 11.597308 64297.174309
127 64279.715692 513.680797 64793.396489
126 64116.967788 1769.314084 65886.281872
129 65286.642151 809.203936 66095.846087
130 66076.939737 194.485656 66271.425393
131 66449.511240 7.218148 66456.729387
132 66971.098074 16.062835 66987.160909
133 66991.499438 445.143241 67436.642679
134 67337.169852 288.352094 67625.521946
136 68162.373192 25.307311 68187.680503
135 67490.078875 750.508614 68240.587489
138 68657.498586 44.537649 68702.036235
137 68177.546739 526.414485 68703.961224
139 69008.470493 0.402520 69008.873013
140 69097.479817 33.837912 69131.317729
141 69480.254300 191.409763 69671.664063
143 70554.052612 3.124972 70557.177584
144 70627.806514 0.649547 70628.456061
142 70375.375365 431.303962 70806.679327
146 70907.664394 0.933038 70908.597432
147 71285.739888 14.279708 71300.019597
148 71496.216282 8.887151 71505.103433
145 70869.128809 1019.040587 71888.169396
149 73320.347389 18.856487 73339.203876
150 74331.853261 52.565901 74384.419163
152 74867.224815 26.378937 74893.603752
153 74990.086102 9.416528 74999.502630
154 75118.405320 126.910704 75245.316023
155 75471.613769 25.982701 75497.596470
151 74678.479019 1778.696591 76457.175610
156 76479.277327 405.444405 76884.721731
158 77188.008468 4.359051 77192.367519
160 77592.258795 5.958646 77598.217441
157 76884.812686 1065.679273 77950.491959
159 77501.409450 855.323207 78356.732656
161 78207.730337 613.104037 78820.834374
162 80193.471328 157.652445 80351.123773
163 81628.124261 102.048671 81730.172933
164 82076.604461 454.307423 82530.911885
165 82330.330886 381.292307 82711.623193
166 82690.138348 59.662150 82749.800499
167 82951.539703 4.744384 82956.284087
168 83179.156692 12.226587 83191.383279
169 83931.176498 163.876102 84095.052600
170 85621.869156 114.564976 85736.434131
172 86027.591708 306.042533 86333.634241
171 85953.306386 488.114657 86441.421043
173 86659.326233 180.597854 86839.924087
174 87434.395543 579.966735 88014.362277
175 89003.774813 7.621898 89011.396711
176 89246.397125 46.355755 89292.752880
179 90126.545244 1.267432 90127.812676
181 90599.933195 0.209601 90600.142796
177 89810.802496 1174.312507 90985.115003
180 90448.779831 1163.196617 91611.976448
182 91833.863100 1.420515 91835.283615
183 91927.198891 2.168233 91929.367124
178 90104.851883 1851.792223 91956.644106
184 92239.818865 11.408392 92251.227257
185 92398.153870 17.403047 92415.556917
186 92790.293916 1881.665866 94671.959782
187 94378.504676 315.062742 94693.567417
188 95193.314417 1.444641 95194.759058
189 96236.022885 38.646764 96274.669649
190 96859.531091 10.002750 96869.533841
191 97169.347355 168.376468 97337.723822
192 97438.079413 3.001799 97441.081212
193 97652.578163 639.578877 98292.157040
194 98160.795869 174.557490 98335.353359
195 98335.730271 82.720712 98418.450984
196 98748.151126 11.588874 98759.740001
