# t N
223.342845 0
224.937052 1
271.081149 1
276.734987 1
362.703496 1
366.927451 2
383.095298 1
400.232408 2
558.264584 2
572.166549 3
591.275364 2
606.063819 2
645.647615 2
645.771713 3
776.914084 2
783.580822 3
794.892055 3
794.975240 4
1039.540962 3
1058.545977 3
1083.790599 3
1088.236943 4
1148.640696 3
1156.337892 4
1172.517414 4
1174.269680 5
1245.605826 5
1252.585659 5
1454.965292 4
1462.251331 5
1629.872856 4
1631.497831 5
1664.326403 4
1668.155594 4
1713.937157 3
1717.385498 4
1741.876117 3
1746.246540 3
1748.911647 3
1750.293056 3
1841.000769 3
1842.002788 3
1846.024952 3
1860.746730 4
1925.915968 4
1926.379266 4
1978.618594 4
1992.429964 4
2067.027429 3
2079.337084 4
2119.494429 4
2124.165790 4
2148.500828 3
2161.771974 3
2209.774715 3
2223.309834 3
2295.046219 3
2299.541524 3
2309.796795 3
2311.644266 3
2312.250976 4
2317.860083 3
2412.174795 2
2443.487912 2
2449.554575 2
2458.558736 2
2517.031947 2
2518.986532 2
2521.199189 2
2524.150175 2
2619.143158 1
2620.562508 2
2700.868907 1
2717.542418 1
2721.269286 1
2754.799031 1
2824.382701 0
2830.968890 1
2990.417479 0
2999.277807 1
3030.939363 0
3036.645229 1
3219.930101 0
3225.005807 1
3339.908799 1
3356.488987 1
3451.934827 1
3486.093149 1
3507.531488 1
3530.076520 1
3859.766552 0
3869.752315 1
3908.838689 0
3910.054571 1
3920.906054 1
3920.986447 1
3953.704582 1
3970.170375 1
4108.914088 0
4110.362061 1
4422.460590 0
4432.241907 1
4680.242609 0
4685.221816 1
4715.848503 0
4721.685118 1
4774.177529 1
4780.659535 1
4784.060849 0
4794.985924 1
4804.718269 1
4811.915213 1
4842.586753 1
4844.670124 1
4875.344418 1
4895.977139 1
5028.812503 0
5029.060836 1
5099.628495 1
5107.260774 2
5226.277196 1
5241.133921 1
5243.249431 2
5260.128589 2
5315.355835 2
5316.415593 3
5326.615265 3
5332.817589 4
5444.390400 3
5478.954305 3
5540.468771 2
5548.238407 2
5705.213561 2
5719.867562 3
5741.694208 2
5742.471492 2
5885.846307 1
5892.776205 2
5923.001679 2
5935.436641 3
5944.313006 3
5951.461916 3
5955.190334 3
5955.290871 4
6015.879726 3
6061.572625 3
6069.638763 3
6084.456549 2
6191.930217 2
6193.823349 3
6231.774363 2
6233.191649 3
6238.905438 3
6257.238931 3
6270.548005 2
6280.898198 2
6322.279351 2
6327.839642 2
6327.954909 1
6330.748640 1
6383.951099 0
6387.692201 1
6406.781521 1
6414.787987 2
6486.606598 2
6486.729354 3
6512.486638 4
6523.235241 3
6569.929158 2
6582.251284 2
6602.478172 2
6606.585177 2
6634.306772 3
6657.529800 3
6669.420291 3
6671.310810 3
6691.745700 3
6724.168388 3
6877.036044 2
6882.869230 3
6891.331760 2
6906.877356 3
6966.344014 3
6968.884138 3
7003.150825 3
7012.311635 3
7053.152094 3
7063.239747 4
7143.297564 4
7147.700983 5
7255.976410 4
7272.548515 4
7304.370569 4
7308.477714 5
7322.805871 5
7323.057807 5
7535.198219 4
7543.197595 4
7555.213962 3
7557.255410 4
7559.513084 5
7561.801636 4
7640.818774 3
7649.541414 4
7662.657837 5
7664.844910 5
7730.485721 5
7731.496802 6
7794.422201 6
7795.098045 7
7998.313881 7
8003.962931 8
8095.974947 8
8120.284609 9
8329.389739 8
8334.114809 8
8350.537104 8
8353.092987 8
8368.084754 8
8370.993872 8
8441.914919 8
8442.184278 9
8463.293820 9
8479.401759 10
8526.241803 9
8544.046250 9
8554.544363 10
8555.649008 10
8604.176076 9
8610.070711 9
8618.868871 8
8620.312490 9
8620.339312 10
8627.420383 9
8628.221586 10
8635.514217 10
8677.119581 9
8677.484301 9
8680.337331 10
8682.551747 9
8737.305571 9
8760.822353 9
8817.778790 8
8819.985493 9
8933.411703 9
8963.680583 10
9079.176809 9
9089.041774 9
9176.936169 8
9177.081056 8
9244.573344 8
9257.835607 9
9325.253625 9
9349.430248 10
9373.569496 9
9379.556977 9
9396.190397 9
9399.976376 9
9439.204835 9
9445.377289 10
9567.183740 9
9569.308717 9
9612.957607 9
9634.908448 9
9700.902797 8
9713.761933 9
9750.781478 9
9758.523674 10
9909.322656 9
9910.701369 10
9929.764027 10
9947.623285 10
9991.180971 10
9996.242915 10
10116.573608 10
10120.570173 10
10257.842131 9
10258.599948 9
10301.683226 8
10303.587851 8
10448.254916 7
10454.693358 7
10541.190486 7
10554.849487 8
10555.070322 9
10561.900535 9
10588.652219 9
10599.180889 9
10663.820477 8
10668.346154 8
10742.252957 7
10749.811579 8
10872.317315 8
10873.699506 9
10906.925321 9
10924.837873 10
11034.250521 9
11043.901497 9
11121.958544 9
11127.451780 10
11209.815885 9
11217.868721 9
11270.970192 8
11284.235447 8
11304.330063 7
11307.108858 8
11308.817000 8
11327.921303 8
11330.583852 7
11333.347868 8
11343.015193 8
11357.699246 8
11463.679012 8
11473.471730 9
11494.339417 9
11510.700302 8
11533.887560 7
11539.506056 8
11578.917563 8
11591.230136 8
11602.905488 8
11604.664153 9
11610.569994 8
11633.823772 8
11813.859288 8
11827.346213 8
11960.726895 8
11962.628190 9
11972.095753 10
11995.000474 9
12002.069356 8
12011.810331 9
12282.961056 8
12288.402848 9
12294.630888 9
12301.007519 9
12413.031432 8
12414.463545 8
12547.304174 7
12549.112596 8
12560.173714 8
12564.889129 9
12611.035213 8
12630.373115 8
12687.728984 7
12691.787544 7
12700.950532 7
12715.067225 8
12839.459195 8
12850.514834 9
12896.903606 8
12902.453582 8
12935.684863 9
12938.440064 8
12971.660543 7
12975.544349 8
12977.996320 8
13003.704044 9
13011.220958 9
13020.380180 9
13021.988219 8
13022.731277 8
13046.955236 7
13047.695689 7
13114.765674 7
13114.961977 8
13119.850370 7
13126.848183 7
13170.961806 7
13173.095637 8
13225.090025 8
13232.991709 9
13233.097967 10
13250.689611 10
13330.216283 10
13332.772246 11
13350.204948 11
13358.675560 12
13424.929596 12
13425.255060 13
13441.004892 14
13441.846948 14
13450.958934 14
13451.884396 14
13513.537242 14
13520.401770 15
13774.680135 14
13784.487887 14
13794.915223 15
13810.657173 14
13813.418419 13
13815.682651 14
13824.505389 14
13832.793227 15
13868.210744 14
13876.871771 15
13878.462600 15
13909.523174 16
13945.392681 15
13949.044090 16
13982.130355 15
13987.148241 16
14020.035416 15
14022.519899 16
14032.453699 17
14034.366356 16
14097.062529 16
14100.450083 17
14231.832382 16
14233.755751 17
14284.094439 16
14286.050675 16
14287.685353 16
14291.912085 17
14343.584814 16
14369.295787 17
14426.128807 16
14463.840004 16
14561.092354 16
14577.131943 16
14650.532464 15
14674.415403 16
14686.696374 16
14690.606342 17
14711.187032 16
14714.698515 16
14902.629662 15
14902.688409 15
14908.004538 14
14915.323273 15
14923.027445 14
14925.122012 15
14977.376213 15
14979.994107 16
15060.749542 15
15062.462879 15
15099.895020 15
15117.304147 16
15131.853451 16
15142.152241 16
15233.411187 16
15242.844210 16
15272.714843 15
15294.949980 15
15343.682928 14
15351.642897 14
15356.004943 15
15367.585078 15
15385.889303 14
15395.002094 14
15460.025828 14
15462.189066 15
15465.580343 15
15472.545262 15
15706.907434 15
15708.768843 16
15799.380691 15
15804.839929 15
15819.952037 15
15834.215916 15
15842.442234 15
15845.389513 16
15846.763170 15
15847.206032 15
15853.800858 15
15860.341858 15
15860.814664 14
15868.657616 14
15877.522456 15
15883.650633 14
15908.900802 13
15912.855612 13
16123.018607 13
16142.869553 13
16144.259518 14
16147.440262 13
16193.374185 12
16211.154184 13
16299.754860 13
16321.780201 13
16322.504217 13
16322.682297 13
16349.373466 14
16351.833309 14
16353.336469 14
16359.809524 15
16369.463216 14
16397.266932 14
16412.848109 14
16417.671916 14
16419.482885 14
16423.348616 14
16529.749041 14
16530.158201 14
16545.395970 15
16546.224542 14
16678.071404 13
16678.142742 14
16682.624205 13
16684.309866 14
16700.778282 13
16702.932416 13
16705.595578 13
16709.925335 14
16719.206763 14
16724.459291 14
16762.312980 13
16763.094122 14
16804.310370 14
16820.833054 15
16874.522682 14
16879.669969 15
16931.570347 15
16936.788019 16
16947.491078 17
16954.464840 17
16954.749834 16
16970.049581 17
16989.641462 17
17000.032920 17
17016.225833 18
17038.374366 18
17155.742482 17
17165.837210 17
17238.875473 17
17246.946298 18
17268.094927 17
17269.124759 17
17305.920373 17
17311.389810 18
17346.035022 18
17346.292286 19
17582.571403 19
17590.917625 19
17594.470271 20
17599.529858 20
17741.661794 19
17753.223532 20
17777.918391 19
17783.137991 20
17849.480897 20
17863.926865 21
17868.650221 20
17874.729422 21
17898.394451 22
17909.290834 21
17942.081336 21
17944.367012 21
17990.896789 21
17991.412093 22
18026.832299 22
18037.868571 23
18068.267200 22
18076.839056 23
18089.146272 22
18097.300181 22
18103.976097 21
18116.751192 22
18121.596304 22
18130.670446 22
18165.764516 21
18167.003280 22
18190.905652 22
18203.625177 23
18222.267025 23
18256.231739 23
